lat	lon	limit	kind	dir	road	place	enforce
34.807690	126.473756	30	F	2	남악5로22번길	오룡초등학교(오룡중→김대중광장)	T
34.807697	126.457524	30	F	2	남악1로16번길	부주초등학교(한라비발디@→남악)	S
34.807725	126.403565	30	F	1	용당로264번길	광주교대부설초등학교(부설초→시청)	S
34.807748	126.485296	30	F	1	오룡번영로	행복초등학교(호반써밋1차@→호빈써밋3차@)	T
34.807774	126.474231	30	F	2	남악5로	오룡초등학교(김대중광장→오룡중)	T
34.807964	126.457828	30	F	2	남악1로	부주초등학교(남악→한라비발디)	T
34.808311	127.248675	30	F	1	조성로	조성초등학교앞 (행정복지센터→회전교차로)	S
34.808508	126.487824	60	F	2	남악로	호반3차아파트앞 삼거리(풍경채@→호반3차@)	T
34.808524	127.837683	30	F	2	남서대로	성명초등학교 (서상삼거리, 고현→아난티남해,사촌)	S
34.808537	127.837662	30	F	1	남서대로	성명초등학교 (아난티남해,사촌→서상삼거리, 고현)	S
34.808582	127.974036	60	F	2	삼이로	영지마을 (남해읍→창선면)	T
34.808603	128.034885	30	F	3	동부대로	삼동초등학교 앞(지족↔상주)	T
34.808614	126.430810	50	F	1	백년대로	백년타일사거리앞 (경찰서→도청)	T
34.808866	126.452046	30	F	1	남악1로16번길	옥암유치원(영산초→옥암초)	S
34.809107	126.441376	30	F	1	당가두로38번길	애향초등학교(부흥산게-애향초	S
34.809386	126.439007	30	F	2	당가두로	애향초등학교(옥암주공@→옥암코아루@)	T
34.809519	126.460194	50	F	3	남악3로	남악복합주민센터(전남도청→목포대남악캠퍼스)	T
34.809633	126.432979	60	F	1	녹색로	도청입구사거리(목포→영암)	T
34.809719	126.439176	30	F	1	당가두로	애향초등학교(옥암코아루@→옥암주공@)	T
34.809812	126.388338	30	F	2	산정로	동초등학교(일신아파트→시청)	T
34.810012	126.380751	30	F	1	원산로	서해초등학교앞(LH연산주공@→라송@)	T
34.810178	126.380814	30	F	2	원산로	서해초등학교앞(라송아파트→연산주공)	T
34.810268	127.637113	70	F	2	여수산단1로	대동맥주유소맞은편(해산IC→산단)	S
34.810320	126.427931	30	F	2	옥암로124번길	청호초등학교(청호초→영신오피스텔)	S
34.810347	126.427944	30	F	2	옥암로124번길	청호초등학교 (영신오피스텔→청호초)	S
34.810349	126.387611	30	F	1	양을로	목포동초등학교(목포시청→일신@)	T
34.810401	126.382241	30	F	3	원산로	서해초등학교앞 (서해초→연산주공)	S
34.810566	126.382286	30	F	3	원산로	서해초등학교앞 (연산주공→서해초)	S
34.811346	126.418055	50	F	2	영산로	버스터미널앞(목포→무안)	T
34.811435	126.381159	30	F	2	원산로145번길	연산초등학교후문(원산동행정복지센터→서해초)	S
34.811528	126.471309	50	F	2	남악5로	남악초입구사거리(남악중학교→전남청)	T
34.811667	126.380279	30	F	2	원산중앙로	연산초등학교 (삼성한의원→목포연합의원)	S
34.811735	126.453823	30	F	1	남악1로	옥암초등학교(부주동사무소→남악)	T
34.811741	126.451912	30	F	2	남악1로52번길	옥암초등학교(남악→부주동사무소)	T
34.811823	128.666260	30	F	2	거제대로	망치경로당 앞 (구조라→학동)	S
34.811832	128.666271	30	F	1	거제대로	망치경로당 앞 (학동→구조라)	S
34.811932	126.473638	30	F	1	남악5로72번길	남악초등학교(근화베아체@→남악성당)	T
34.812000	126.473500	30	F	1	남악5로	남악초등학교(남악성당→근화베아체)	T
34.812143	126.446819	60	F	2	후광대로	편안한방병원앞 3,4차로(목포법원→도청)	T
34.812851	126.399465	50	F	1	양을로	구경찰서사거리(양을산터널→목포시청)	T
34.812919	127.728073	60	F	1	좌수영로	양지마을입구(둔덕동→상암동)	S
34.813196	126.474078	30	F	2	남악영산길	남악초등학교(남악지구대 →오룡유치원)	S
34.813479	128.387756	50	F	1	풍화일주로	풍화리 입구(세포고개→산양읍)	T
34.813739	126.413636	30	F	2	상동로	상동초등학교 (상동주공4단지→상동주공2단지)	S
34.814184	126.460417	60	F	3	후광대로	농협중앙회전남지역본부(목포→전남교육청)	T
34.814215	126.450641	60	F	1	후광대로	옥암2휴먼시아@ 맞은편(무안→목포)	S
34.814249	126.471301	60	F	1	후광대로	전남교육청사거리(목포→남악분기점)	T
34.814551	126.470960	60	F	1	후광대로	전남교육청사거리 (남악IC→전남도청)	T
34.814631	126.454925	60	F	1	후광대로	전남체육회관앞사거리(도청→검찰청)	T
34.814688	126.381106	50	F	1	고하대로	연산동 교차로(북항→삽진고가교) 3차로	T
34.814767	126.425174	30	F	2	옥암로186번길	석현초등학교(제일풍경채@→청호시장)	T
34.815028	126.416077	30	F	1	양을로	항도초등학교(금호어울림→항도초)	T
34.815070	126.423592	30	F	2	옥암로186번길	석현초등학교정문(석현초→경현빌딩)	S
34.815299	126.424959	30	F	1	옥암로186번길	석현초등학교후문(청호시장→녹색어네지연구원)	S
34.815320	126.425071	30	F	1	옥암로186번길	석현초등학교후문(녹색에너지연구원→청호시장)	S
34.815408	127.932451	70	F	1	남해대로	다천교차로(미조,창선→하동,남해)	T
34.815474	126.698660	60	F	1	예향로	보성석재앞(영암→나주)	S
34.815627	126.400244	50	F	2	용당로	목포현대병원삼거리(구경찰서사거리→대연초)	T
34.815681	128.675197	30	F	2	거제대로	망양경로당 앞 (구조라→학동)	S
34.815907	127.674319	60	F	2	여수산단로	여천NCC삼거리(시청→이순신대교)	S
34.816459	126.423402	30	F	2	석현로	하당제일풍경채@사거리(하당보건지소→공단삼거리)	T
34.816526	126.420513	50	F	2	영산로	원예농협앞(무안→목포)	T
34.816824	126.425872	30	F	2	석현로	하당보건지소앞 (청호시장→하당보건지소)	T
34.816866	126.427547	60	F	2	녹색로	매매단지삼거리(목포IC→영암)	T
34.817033	127.925622	70	F	2	남해대로	다초교차로 (하동,남해→미조,창선)	T
34.817756	126.390095	30	F	2	연산백련로	백련초등학교 (백련초→포미타운아파트)	S
34.817797	127.193215	100	S	1	남해선	남해고속도로 69.1k 시점(순천방향)	S
34.818197	126.484476	60	F	1	후광대로	남악JC앞(도청→나주)	S
34.818883	126.397248	30	F	1	포미로	용해초등학교정문(세븐일레븐→CU편의점)	T
34.819075	126.397138	30	F	1	포미로	용해초등학교 (씨유편의점→세븐일레븐)	S
34.819417	127.262159	80	F	1	녹색로	귀산주유소 앞(보성→벌교)	T
34.819595	126.398836	30	F	1	용당로	대연초등학교(대양산단→용해동)	T
34.819635	126.399113	30	F	1	용당로	대연초등학교앞(용해동→대양산단)	S
34.819787	126.489428	90	F	1	무영로	남악JC분기점앞(영암→남악)	S
34.820192	127.883489	60	F	2	스포츠로	남해군수소충전소 앞(서면→남해읍)	T
34.820618	128.609569	30	F	2	동부로	동부초등학교(동부초등학교→동부면사무소)	S
34.820737	128.609408	30	F	2	동부로	동부초등학교 (동부면사무소→동부초등학교)	S
34.820742	126.699181	30	F	1	백운선로	덕진초등학교(산림항공대→덕진초사거리)	S
34.820769	126.698435	30	F	2	백운선로	덕진초등학교 앞(덕진사거리→산림항공대	S
34.821319	127.640218	70	F	2	여수산단1로	산단주유소삼거리(산단→해산IC)	T
34.821492	126.394274	50	F	1	대양로	선그린골프연습장건너(삽진산단→실내체육관)	S
34.821640	128.035699	60	F	2	동부대로	화천마을 앞	S
34.821666	127.613427	80	S	1	엑스포대로	구간단속시점(여수→순천)	S
34.821813	126.433390	60	F	2	임성로	신지교차로(삼향→목포)	T
34.822829	126.399683	50	F	2	대양로	주사랑교회 앞(실내체육관→삽진산단)	S
34.823934	128.400181	40	F	1	미수로	영재어린이집 (통영대교→세포고개)	T
34.824110	128.400444	40	F	2	미수로	영재어린이집 (세포고개→통영대교)	T
34.825022	128.433842	40	F	2	도남로	남포초등학교 (통영유람선터미널→통영국제음악당)	S
34.825101	128.433788	40	F	2	도남로	남포초등학교 (마리나리조트→도남관광단지)	S
34.825454	127.732966	30	F	1	상암로	상암초등학교앞(상암동→둔덕IC)	T
34.825632	127.682492	60	F	1	여수산단로	롯데케미칼1공장삼거리(시청→이순신대교)	T
34.825906	126.422200	60	F	2	영산로	석현삼거리(목포IC→버스터미널)	T
34.826052	128.422728	50	F	2	발개로	케이블카파크랜드 입구 (도남관공단지→통영대교)	T
34.826307	128.420604	50	F	1	발개로	충무도남주공아파트 앞 (통영대교→도남관광단지)	T
34.826386	127.090931	80	F	2	화보로	증촌2교앞(보성-화순)	S
34.826589	128.357849	30	F	2	풍화일주로	산양초등학교 풍화분교(풍화분교→중부마을회관)	S
34.826897	128.400669	30	F	1	미우지5길	신화유치원 앞 (미우지해안로→미수로)	S
34.826985	128.400530	30	F	2	미우지5길	신화유치원 앞 (미수로→미우지해안로)	S
34.827061	128.706000	50	F	2	거제대로	일운초등학교 (장승포→학동,남부)	T
34.827092	128.705882	50	F	1	거제대로	일운초등학교 (학동,남부→장승포)	T
34.827237	126.453138	70	F	1	임성로	대안교차로 (용포리→임성리)	T
34.827325	128.423113	30	F	2	데메4길	한려초등학교 (봉평동주민센터→어드벤쳐타워방면)	S
34.827334	128.423140	30	F	1	데메4길	한려초등학교 (어드벤쳐타워→봉평동주민센터)	S
34.828553	126.419953	60	F	1	영산로	금강자동차앞(목포I.C-버스터미널)	T
34.829236	127.910414	70	F	2	남해대로	남해전문장례식장 (남해군청→창선)	T
34.829493	128.423374	50	F	2	도남로	도봉새마을금고 본점 후면 (진남초교→유람선터미널)	T
34.829659	128.020545	60	F	2	동부대로	전도마을(창선→미조)	S
34.829712	128.020218	60	F	1	동부대로	전도마을(미조→창선)	S
34.829791	126.474315	70	F	1	임성로	용포교차로(목포→일로)	T
34.829850	127.661167	50	F	1	여수산단로	금호석유화학2공장(세아엠앤에스→중흥부두)	S
34.830483	127.150436	30	F	2	충의로	겸백초등학교(겸백면→겸백삼거리)	S
34.830568	126.418407	60	F	1	영산로	목포도시가스(석현동→대양검문소)	T
34.830765	127.652064	70	F	3	산단중앙로	한화에너지 앞(한화에너지→한화솔루션)	S
34.830883	127.093271	60	F	1	송재로	상화마을앞 (복내면→미력면)	S
34.831022	127.672124	60	F	1	산단중앙로	롯데케미칼사거리(시청→이순신대교)	S
34.831263	127.150006	30	F	2	충의로	겸백초등학교(겸백삼거리-겸백면)	S
34.831535	127.903478	70	F	1	남해대로	소입현교차로(창선→남해군청)	T
34.831586	127.614579	70	F	3	여순로	소라119안전센터 앞(광양→여수)	S
34.832444	127.738457	50	F	3	상암로	상암삼거리(상암사거리→상암교)	S
34.832688	128.410356	30	F	1	도남로	진남초등학교 후문 (도남관광단지→시청, 충무교)	T
34.833350	126.370678	80	F	2	압해로	압해대교(신안→목포)	S
34.833719	128.409385	30	F	2	도남로	진남초등학교 정문 (시청,충무교→도남관광단지)	S
34.833803	127.351656	50	F	2	남하로	분토마을 (경동택배→벌교교회)	S
34.833807	126.692440	80	F	2	예향로	청림삼거리 (영암읍→신북면)	S
34.833942	127.648194	70	F	1	여수산단1로	하이테크삼거리(중흥부두→해산IC)	S
34.834355	127.346185	30	F	1	남하로	분토마을 (벌교고→벌교교회)	S
34.834511	127.886853	30	F	1	망운로61번길	남해유치원 (한국국토정보공사→남해여중)	S
34.834542	127.886880	30	F	2	망운로61번길	남해유치원 (남해여중→한국국토정보공사)	S
34.834551	127.896659	30	F	3	화전로	해양초등학교 앞(군청↔이동)	S
34.834657	127.343573	50	F	2	채동선로	벌교고등학교 (고흥→벌교)	S
34.834934	127.290756	100	E	1	남해선	남해고속도로 78.3k 종점(순천방향)	S
34.834986	127.343150	30	F	2	녹색로	장좌교차로 (원동교→장좌교차로)	S
34.835594	128.496187	30	F	1	거제남서로	숭덕초등학교 (둔덕면사무소→호곡마을)	T
34.835608	128.496165	30	F	2	거제남서로	숭덕초등학교 (호곡마을→둔덕면사무소)	T
34.835838	127.343261	30	F	1	녹색로	홍성탑마트앞 (남벌교휴게소→홍성탑마트)	S
34.835889	128.407236	60	F	2	여황로	당동교차로	T
34.836102	126.636309	30	F	1	줄다리로	도포초등학교(도포1구마을→명당마을)	S
34.836149	126.636293	30	F	2	줄다리로	도포초등학교(시종면→도포초)	S
34.836625	126.421439	60	F	3	영산로	대양검문소삼거리 3차로 (목포→무안)	T
34.837336	127.329840	70	F	1	녹색로	척령삼거리(순천→보성)	T
34.837518	126.421823	60	F	3	영산로	대양검문소삼거리 3차로 (무안→목포)	T
34.837556	127.329745	70	F	2	녹색로	척령삼거리(보성→순천)	T
34.837633	128.413312	30	F	2	중잉로	두룡초등학교(삼성디지털프라자앞)(통영여중,고→해안도로,해양과학관)	T
34.837872	127.411622	80	F	1	녹색로	동막2교(보성→순천)	T
34.837963	127.341764	30	F	1	채동선로	벌교중앙초등학교(벌교읍→고흥)	S
34.837983	127.341603	30	F	2	채동선로	벌교중앙초등학교(고흥-벌교읍)	S
34.838077	127.309467	70	F	1	녹색로	(벌교읍→보성읍)	T
34.838126	127.892486	30	F	2	망운로	남해초등학교 (남해도립대학→종합사회복지관)	S
34.838135	127.899138	60	F	2	남해대로	남해대학	S
34.838139	127.892459	30	F	1	망운로	남해초등학교 (종합사회복지관→남해도립대학)	S
34.838165	128.412782	30	F	1	중앙로	두룡초등학교 (통영해안로→도천사거리)	T
34.838522	128.416118	40	F	1	통영해안로	영생상가아파트 후면 (해저터널→서호시장)	S
34.838788	128.411803	50	F	2	여황로	kt플라자사거리(충렬사→충무교)	T
34.839162	126.480485	70	F	1	임성로	월계마을앞(일로→목포)	T
34.839196	128.699032	60	F	2	거제대로	소동마을 (장승포→학동)	T
34.839294	126.111166	30	F	2	중부로	기동경로당(기동저수지→기동삼거리)	S
34.839340	126.474779	30	F	2	삼일로	삼향동초등학교(일로역→용포리)	T
34.839778	127.694794	60	F	2	여수산단로	대신기공앞(이순신대교→시청)	T
34.839858	126.354071	30	F	1	압해로	압해동초등학교	S
34.839917	128.416189	30	F	2	중앙로	중앙유치원 (통영시립박물관→해저터널)	S
34.839926	128.416210	30	F	1	중앙로	중앙유치원 (해저터널→통영시립박물관)	S
34.839956	127.280276	80	F	1	녹색로	은동마을앞 (옥전→원당)	T
34.840028	127.280057	80	F	2	녹색로	온동마을앞 (원당→옥전)	T
34.840142	127.656286	70	F	1	여수산단4로	한화케미칼앞(해산IC→중흥부두)	S
34.841211	128.612624	60	E	1	상동5길	명진터널 종점 (상동동→명진리)	S
34.841234	127.611693	50	F	1	여순로	신풍삼거리(여수→순천)	T
34.841237	127.402874	80	F	1	녹색로	호동주유소(순천→벌교)	T
34.841276	128.612620	60	S	2	상동5길	명진터널 시점 (명진리→상동동)	S
34.841331	128.425511	40	F	1	통영해안로	강구안 보도교 (한산대첩관장→강구안)	T
34.841498	126.691787	80	F	1	예향로	남성촌마을(광주→영암)	S
34.841509	127.424446	80	E	2	녹색로	사계절삼거리 구간종점(순천→벌교)	S
34.842259	128.395675	30	F	2	평인일주로	인평초등학교(인평초등하교→충무중학교)	T
34.842308	128.395611	30	F	1	평인일주로	인평초등학교 (충무여중→송림맨션,인평초교)	T
34.842440	127.692347	60	F	2	산단중앙로	금호폴리캠2공장앞(이순신대교→시청)	S
34.842700	127.610600	30	F	1	여순로	신풍초등학교(순천→여수)	T
34.842780	128.648311	30	F	1	거제중앙로	삼거리 경로당 (학동,남부→통영,시청)	S
34.842784	128.648322	30	F	2	거제중앙로	삼거 경로당 (통영,시청→학동,남부)	S
34.843047	126.502397	70	F	2	남악동강로	소지교차로(나주→남악)	T
34.843100	126.433200	30	F	2	삼향중앙로	삼향초등학교(예술고→삼향교차로)	T
34.843283	126.433172	30	F	2	삼일중앙로	삼향초등학교(삼향교차로→예술고)	S
34.843349	126.878331	60	F	2	유치도암로	암천교차로(운월터널→보림사)	S
34.843384	127.610695	30	F	1	여순로	신풍초등학교(여수→순천)	S
34.843880	126.501568	70	F	1	남악동강로	소지교차로(남악→나주)	T
34.844294	127.893183	30	F	2	오동로	현대모모어린이집 (아산저수지→남해보건소)	S
34.845525	126.487348	70	F	2	임성로	일로소재지입구(용포교차로→일로소재지)	S
34.845835	128.219286	30	F	2	상도일주로	사량초등학교 (대항→사량면사무소)	S
34.846033	128.417308	30	F	2	여황로	충렬초등학교(충렬사→해저터널)	S
34.846082	128.417153	30	F	1	여황로	충렬초등학교(해저터널→충렬사)	S
34.846100	126.939200	70	F	1	곰치로	신석교차로(장흥→화순)	S
34.846130	128.423875	40	F	2	중앙로	충무데파트사거리 (시청,거제→해저터널)	T
34.846197	127.350958	30	F	2	홍암로	벌교중앙어린이집(문화복합센터→벌교상고)	S
34.846207	127.351406	30	F	1	홍암로	벌교중앙어린이집(벌교상고→문화복합센터)	S
34.846300	127.696300	60	F	1	산단중앙로	GS칼텍스2공장앞(GS1공장→중흥부두)	T
34.846400	127.696600	60	F	2	산단중앙로	GS칼텍스2공장앞(중흥부두→GS1공장)	T
34.846882	126.693120	80	F	2	예향로	로하스코앞(영암→나주)	S
34.847085	128.484573	60	F	1	거제남서로	술역마을 (사등면→둔덕면)	S
34.847169	126.425784	70	F	1	영산로	전남예술고삼거리(무안→목포)	T
34.848209	127.341353	30	F	2	채동선로	벌교어린이집(벌교성당→벌교시장)	S
34.849274	128.429395	30	F	1	비석1길	충무초등학교 (중앙로→공설운동장)	S
34.849320	127.414874	30	F	1	송산길	송산초등학교(송기리→구룡리)	S
34.849696	126.494490	30	F	2	일로로	일로초등학교(우체국→일로초)	S
34.849844	126.492550	30	F	2	일로로	하얀어린이집(에스오일→MG남악새마을금고)	S
34.849969	128.015739	60	F	3	동부대로	당저마을 앞	S
34.850578	127.706568	60	F	2	여수산단로	GS칼텍스앞(시청→이순신대교)	T
34.850742	128.591201	30	F	1	읍내로2길	거제초등학교 (동상사거리→거제면사무소)	S
34.850965	126.491004	30	F	3	삼일로	일로읍사무소(월암교차로→일로읍용산리교차로)	T
34.851046	128.427339	40	F	2	중앙로	유영초등학교 (북신사거리,롯데마트→청마거리,통영항)	T
34.851100	128.427406	40	F	1	중앙로	유영초등학교 (청마거리,통영항→북신사거리,롯데마트)	T
34.851308	127.602616	70	F	2	여순로	신산삼거리(순천→여수)	T
34.851613	126.505188	70	F	1	남악동강로	청룡교차로(남악→나주)	T
34.851800	126.505400	70	F	2	남악동강로	청용교차로(나주→남악)	T
34.852089	126.690992	80	F	2	예향로	영암국유림관리소앞(나주→영암)	T
34.852157	128.424577	50	F	2	여황로	북신동성당 앞 교차로 (충무고→충렬사)	T
34.852286	127.734875	60	F	1	여수산단로	호남화력삼거리(상암동→이순신대교)	T
34.853025	126.495829	30	F	3	삼일로	일로유달주유소(일로읍용산리교차로→월암교차로)	S
34.853332	127.893285	70	F	1	남해대로	심천교차로(남해,미조→하동,진교IC)	T
34.854415	127.703147	60	F	1	여수산단로	GS칼텍스앞(이순신대교→시청)	T
34.854467	128.413158	60	F	1	통영터널로	통영터널 북단 (무전동방면)	S
34.854591	127.109476	50	F	2	송재로	회룡마을 앞 (화순→보성)	S
34.855859	128.425613	30	F	1	여황로	충무제일교회 (충무고→북신동행정복지센터)	S
34.856889	126.427389	70	F	2	영산로	평산교회앞(무안→목포)	T
34.856956	127.711214	60	F	3	여수산단로	GS칼텍스 공장(월내교차로→적량역)	S
34.857052	128.428493	50	F	2	중앙로	무전사거리 (롯데마트→시청)	T
34.857382	128.440620	70	F	1	남해안대로	미늘삼거리(통영ic→고성)	T
34.857495	126.315020	30	F	2	구항길	(압해중학교→구항산)	S
34.857638	128.011614	30	F	2	창선로97번길	창선초등학교 (창선중학교→창선초등학교)	S
34.857651	128.011587	30	F	1	창선로97번길	창선초등학교 (창선초등학교→창선중학교)	S
34.857691	127.328510	60	F	2	채동선로	평촌마을앞(석거리재→벌교읍)	S
34.857694	126.129111	30	F	2	박달로	신석마을앞 (천사대교→암태면)	S
34.857739	126.427306	70	F	2	영산로	금강전기앞(목포→무안)	T
34.857795	127.328440	60	F	1	채동선로	평촌마을 앞(벌교읍-석거리재)	S
34.858164	127.537668	30	F	2	하사길	사랑어린학교(와온→하사리)	S
34.858734	128.575929	30	F	2	거제남서로	외간초등학교 (외간리, 통영→거제면사무소,거제식물원)	T
34.858747	127.895039	70	F	2	남해안대로	풍산교차로(구례,하동→미조,남해)	T
34.858831	128.576101	30	F	1	거제남서로	외간초등학교 (거제면사무소, 거제식물원→외간리, 통영)	T
34.859200	128.721165	30	F	2	장승로	마전초등학교 (장승포항→거제대학교)	T
34.859279	128.721283	30	F	1	장승로	마전초등학교 (거제대학→장승포항)	T
34.859677	128.627201	60	E	2	상동5길	명진터널 종점 (명진리→상동동)	S
34.859677	128.627201	60	S	1	상동5길	명진터널 시점 (상동동→명진리)	S
34.860208	128.424389	50	F	2	무전대로	북신지구대	T
34.860296	128.425033	50	F	1	무전대로	북신지구대 맞은편 후면 (롯데마트→북신해변공원)	T
34.860508	128.420783	50	F	1	평인일주로	자모산부인과 (충무고→새통영병원)	T
34.860761	128.633628	30	F	2	상동5길	상동초등학교 (블루밍아파트→상동교차로)	T
34.860768	126.153913	60	S	1	천사대교로	천사대교구간시점(암태면→압해읍)	S
34.860768	126.153913	60	E	2	천사대교로	천사대교구간종점(압해읍→암태면)	S
34.860770	128.633532	30	F	1	상동5길	상동초등학교 (상동교차로→블루밍아파트)	T
34.860773	126.753021	30	F	1	영나로	금정초등학교(남송리→세지면소재지)	T
34.860811	126.233737	60	S	1	천사대교로	천사대교구간시점(압해읍→암태면)	S
34.860811	126.233737	60	E	2	천사대교로	천사대교구간종점(암태면→압해읍)	S
34.861090	126.751973	30	F	2	영나로	금정초등학교앞(나주→장흥)	S
34.861252	128.643859	30	F	1	거제중앙로	삼룡초등학교 (통영,시청→동부,구천리)	T
34.861313	128.582538	70	F	2	읍내로	귀목정마을 앞	S
34.861322	128.643816	30	F	1	거제중앙로	삼룡초등학교(동부,구천리→통영,시청)	T
34.861502	126.271916	30	F	2	압해로	압해서초등학교	S
34.861529	128.633607	30	F	2	사동5길	상동초등학교 (상동초등학교→하임힐아파트)	T
34.861588	128.429256	70	F	2	남해안대로	관문사거리	T
34.861709	128.633623	30	F	1	사동5길	상동초등학교 (하임힐아파트→상동초등학교)	T
34.862801	128.425114	30	F	1	무전3길	통영초등학교 (일성르네상스→무전대로)	S
34.863312	128.425226	30	F	2	무전7길	통영초등학교 (롯데마트→새통영병원)	S
34.863366	127.589770	70	F	2	여순로	취적마을(순천→여수)	S
34.863674	128.712413	60	F	1	거제대로	25번교차로(한화오션 동문, 장승포→아주동)	T
34.864200	126.689400	80	F	1	예향로	주암삼거리(영암→나주)	T
34.864262	128.425763	70	F	2	남해안대로	말구리마을 앞	S
34.864346	128.700893	60	F	1	거제대로	한화오션 정문	T
34.864627	128.690443	30	F	1	아주로3길	아주초등학교 (아주공설운동장→옥포,연초)	T
34.864924	127.822710	30	F	2	남서대로	노구마을회관 (정포리→남상리)	S
34.864933	127.822667	30	F	1	남서대로	노구마을회관 (남상리→정포리)	S
34.864945	128.420232	50	F	2	원문로	새통영병원	T
34.864958	128.641697	50	F	1	거제중앙로	신우스위트빌 2차 아파트 앞 사거리 (남부→고현,시청)	T
34.864969	128.690393	50	F	2	아주로	아주공설운동장 입구교차로	T
34.865019	128.693571	30	F	2	탑곡로2길	아주초등학교 (탑곡로,아주초→아주로)	S
34.865028	128.693453	30	F	1	탑곡로2길	아주초등학교 정문 (아주로→탑곡로,아주초)	S
34.865297	126.311798	30	F	2	압해로	압해읍삼거리(압해농협→천사대교)	T
34.865539	128.698281	60	F	1	거제대로	한화오션 동문교차로 (아주동→장승포동)	T
34.865556	127.025250	80	E	1	화보로	구간종점(화순→보성)	S
34.865600	127.025600	80	F	2	화보로	쌍봉사입구(보성→화순)	S
34.866116	126.508707	70	F	2	남악동강로	송정교차로(나주→목포)	T
34.866267	126.509194	70	F	2	남악동강로	송정교차로 (목포→나주)	T
34.866438	126.489925	110	E	2	서해안	서해안고속도로 하행 7.5k(서울→목포)	S
34.866643	128.722458	50	F	2	거제대로	거제 애광원 (시청,두모교차로→거제대,지세포)	T
34.866753	128.643553	70	E	1	거제대로	양정터널(14번국도 우회도로) 종점 (22번교차로→상동교차로)	S
34.866841	128.643800	70	S	2	거제대로	양정터널(14번국도 우회도로) 시점 1,2차로 (상동교차로→22번교차로)	S
34.866864	128.722549	50	F	1	거제대로	거제 애광원 (거제대,지세포→시청,두모교차로)	T
34.867044	128.631440	30	F	2	상동7길	용산초등학교 정문 (거제중앙로→큰별유치원)	T
34.867163	128.631488	30	F	1	상동7길	용산초등학교 정문 맞은편 (큰별유치원→거제중앙로)	T
34.867308	127.442781	80	S	2	녹색로	신석사거리 구간시점(순천→벌교)	S
34.867446	128.649531	50	F	2	수양로	아이파크2차 아파트 (양정초교→상문고등학교)	T
34.867454	126.309940	30	F	1	복룡로	압해초등학교(복룡리→읍사무소)	S
34.867933	128.692616	70	E	1	거제대로	아주터널(14번국도 우회도로) 종점 1,2차로 (상동교차로→22번교차로)	S
34.868554	128.728434	30	F	1	장승포1로	장승포초등학교병설유치원(장승포초후문→장승포파출소)	S
34.868817	128.444379	30	F	1	남해	용남초등학교 (용남면사무소→동남맨션)	S
34.868928	128.444533	30	F	2	남해안대로	용남초등학교(동남전원맨션→용남면사무소)	S
34.868964	126.491574	110	S	1	서해안	서해안고속도로 상행 7.8k(목포→서울)	S
34.869148	127.893403	30	F	2	남해대로	도마초등학교(하동→남해읍)	S
34.869279	126.422416	70	F	2	영산로	지산부대 앞(목포→무안)	T
34.869412	128.416370	70	F	2	남해안대로	원문고개 (고성→거제)	T
34.869447	128.416452	70	F	2	남해안대로	원문고개 (거제→고성)	T
34.869654	128.679285	30	F	1	아주2로	내곡초등학교 (아주이편한세상2차→한화오션)	T
34.869676	128.688764	70	S	1	거제대로	아주터널(14번국도 우회도로) 시점 1,2차로 (22번교차로→상동교차로)	S
34.869714	128.726934	50	F	2	능포로	스카이타운 (능포항→한화오션)	T
34.869720	128.679162	30	F	2	아주2로	내곡초등학교 (한화오션→아주이편한세상2차)	T
34.869799	128.687949	70	S	1	거제대로	아주터널(14번국도 우회도로) 시점 3차로 (22번교차로→상동교차로)	S
34.869900	126.421600	70	F	1	영산로	지산부대앞(무안→목포)	S
34.869958	128.727291	50	F	2	능포로	하운드호텔 (장승포동→능포동)	T
34.870235	128.729265	30	F	1	장승포1로	장승포초등학교 (장승포항→능포항)	S
34.870833	128.635442	50	F	2	거제중앙로	대동다숲아파트입구삼거리 (고현항→동부,장승포)	T
34.871199	126.509718	30	F	1	삼산로	일로동초등학교(광암보건진료소→일로동초)	S
34.871902	128.650716	30	F	1	양정로	양정초등학교(수월동→삼문동)	T
34.871916	127.719486	60	F	2	이순신대로	묘도대교입구(광양→여수)	S
34.871920	128.650844	30	F	1	양정로	양정초등학교 (삼문동→수월동)	T
34.872040	127.719554	60	F	1	이순신대로	묘도대교부근(여수→광양)	S
34.873629	127.114686	50	F	3	송재로	계동마을 (복내면→미력면)	S
34.873672	128.690121	30	F	2	용소1길	용소초등학교 (용소초등학교→한화오션)	T
34.873870	128.689633	30	F	1	용소1길	용소초등학교 (한화오션→용소초등학교)	T
34.874261	126.973088	30	F	2	평지촌길	청풍초등학교(면사무소→신리)	T
34.874315	128.631890	50	F	1	거제중앙로	농산물종합유통센터 (남부면→고현버스터미널)	T
34.874341	128.628951	30	F	2	계룡로	거제고현초등학교 (거제시청→학동,해금강)	T
34.874435	128.629036	30	F	1	계룡로	고현초교 (고현초교→거제시청)	T
34.874447	128.420769	40	F	1	죽림해안로	청소년체육센터 (충무도서관→내죽도)	T
34.874544	128.420715	40	F	2	죽림해안로	통영체육청소년센터 (내죽수변공원→도서관)	T
34.874653	128.578407	70	F	1	읍내로	호산나주유소 (사등면→거제면)	S
34.874980	127.315217	30	F	1	채동선로	낙성초등학교 앞(낙성치안센타-벌교읍)	T
